// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 11 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:00 (0.01 sec)   *****
// Found 11 benchmarks:
//   UUID7ImplementationBenchmarks.NewGuid: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   UUID7ImplementationBenchmarks.CtorGuid: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   UUID7ImplementationBenchmarks.NewUuid_Medo: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   UUID7ImplementationBenchmarks.CtorUuid_Medo: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   UUID7ImplementationBenchmarks.UUIDNext_Uuid: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   UUID7ImplementationBenchmarks.UUIDNext_NewSequential: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   UUID7ImplementationBenchmarks.UUIDExtension: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   UUID7ImplementationBenchmarks.DariosImplementation: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   UUID7ImplementationBenchmarks.NewId_Ctor: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   UUID7ImplementationBenchmarks.NewStatic_NewId: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   UUID7ImplementationBenchmarks.NewUniqueId: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
OverheadActual   6: 16777216 op, 36007900.00 ns, 2.1462 ns/op
OverheadActual   7: 16777216 op, 36134900.00 ns, 2.1538 ns/op
OverheadActual   8: 16777216 op, 36109900.00 ns, 2.1523 ns/op
OverheadActual   9: 16777216 op, 36270200.00 ns, 2.1619 ns/op
OverheadActual  10: 16777216 op, 36096400.00 ns, 2.1515 ns/op
OverheadActual  11: 16777216 op, 36189100.00 ns, 2.1570 ns/op
OverheadActual  12: 16777216 op, 40220800.00 ns, 2.3973 ns/op
OverheadActual  13: 16777216 op, 36574400.00 ns, 2.1800 ns/op
OverheadActual  14: 16777216 op, 37370700.00 ns, 2.2275 ns/op
OverheadActual  15: 16777216 op, 34949400.00 ns, 2.0831 ns/op

WorkloadWarmup   1: 16777216 op, 808156400.00 ns, 48.1699 ns/op
WorkloadWarmup   2: 16777216 op, 836203100.00 ns, 49.8416 ns/op
WorkloadWarmup   3: 16777216 op, 841202500.00 ns, 50.1396 ns/op
WorkloadWarmup   4: 16777216 op, 815424900.00 ns, 48.6031 ns/op
WorkloadWarmup   5: 16777216 op, 814123000.00 ns, 48.5255 ns/op
WorkloadWarmup   6: 16777216 op, 792616600.00 ns, 47.2436 ns/op
WorkloadWarmup   7: 16777216 op, 800543500.00 ns, 47.7161 ns/op
WorkloadWarmup   8: 16777216 op, 803596100.00 ns, 47.8981 ns/op
WorkloadWarmup   9: 16777216 op, 816184000.00 ns, 48.6484 ns/op
WorkloadWarmup  10: 16777216 op, 835121200.00 ns, 49.7771 ns/op

WorkloadActual   1: 16777216 op, 843582600.00 ns, 50.2814 ns/op
WorkloadActual   2: 16777216 op, 818987100.00 ns, 48.8154 ns/op
WorkloadActual   3: 16777216 op, 842656600.00 ns, 50.2262 ns/op
WorkloadActual   4: 16777216 op, 850280000.00 ns, 50.6806 ns/op
WorkloadActual   5: 16777216 op, 813531700.00 ns, 48.4903 ns/op
WorkloadActual   6: 16777216 op, 839650100.00 ns, 50.0470 ns/op
WorkloadActual   7: 16777216 op, 823199200.00 ns, 49.0665 ns/op
WorkloadActual   8: 16777216 op, 827432000.00 ns, 49.3188 ns/op
WorkloadActual   9: 16777216 op, 816051500.00 ns, 48.6405 ns/op
WorkloadActual  10: 16777216 op, 810359900.00 ns, 48.3012 ns/op
WorkloadActual  11: 16777216 op, 810245100.00 ns, 48.2944 ns/op
WorkloadActual  12: 16777216 op, 829912400.00 ns, 49.4666 ns/op
WorkloadActual  13: 16777216 op, 856260300.00 ns, 51.0371 ns/op
WorkloadActual  14: 16777216 op, 801924300.00 ns, 47.7984 ns/op
WorkloadActual  15: 16777216 op, 857650900.00 ns, 51.1200 ns/op

WorkloadResult   1: 16777216 op, 807472700.00 ns, 48.1291 ns/op
WorkloadResult   2: 16777216 op, 782877200.00 ns, 46.6631 ns/op
WorkloadResult   3: 16777216 op, 806546700.00 ns, 48.0739 ns/op
WorkloadResult   4: 16777216 op, 814170100.00 ns, 48.5283 ns/op
WorkloadResult   5: 16777216 op, 777421800.00 ns, 46.3380 ns/op
WorkloadResult   6: 16777216 op, 803540200.00 ns, 47.8947 ns/op
WorkloadResult   7: 16777216 op, 787089300.00 ns, 46.9142 ns/op
WorkloadResult   8: 16777216 op, 791322100.00 ns, 47.1665 ns/op
WorkloadResult   9: 16777216 op, 779941600.00 ns, 46.4881 ns/op
WorkloadResult  10: 16777216 op, 774250000.00 ns, 46.1489 ns/op
WorkloadResult  11: 16777216 op, 774135200.00 ns, 46.1421 ns/op
WorkloadResult  12: 16777216 op, 793802500.00 ns, 47.3143 ns/op
WorkloadResult  13: 16777216 op, 820150400.00 ns, 48.8848 ns/op
WorkloadResult  14: 16777216 op, 765814400.00 ns, 45.6461 ns/op
WorkloadResult  15: 16777216 op, 821541000.00 ns, 48.9677 ns/op
// GC:  0 0 0 688 16777216
// Threading:  0 0 16777216


Mean = 47.177 ns, StdErr = 0.165 ns (0.35%), N = 30, StdDev = 0.905 ns
Min = 45.646 ns, Q1 = 46.541 ns, Median = 46.901 ns, Q3 = 47.932 ns, Max = 48.968 ns
IQR = 1.390 ns, LowerFence = 44.456 ns, UpperFence = 50.017 ns
ConfidenceInterval = [46.573 ns; 47.782 ns] (CI 99.9%), Margin = 0.604 ns (1.28% of Mean)
Skewness = 0.39, Kurtosis = 1.96, MValue = 2

// ** Remained 10 (90,9%) benchmark(s) to run. Estimated finish 2023-11-24 10:42 (0h 8m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: UUID7ImplementationBenchmarks.CtorGuid: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
// *** Execute ***
// Launch: 1 / 2

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.13.10
// Runtime=.NET 8.0.0 (8.0.23.53103), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

OverheadJitting  1: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadJitting  1: 1 op, 91700.00 ns, 91.7000 us/op

OverheadJitting  2: 16 op, 500.00 ns, 31.2500 ns/op
WorkloadJitting  2: 16 op, 400.00 ns, 25.0000 ns/op

WorkloadPilot    1: 16 op, 300.00 ns, 18.7500 ns/op
WorkloadPilot    2: 32 op, 400.00 ns, 12.5000 ns/op
WorkloadPilot    3: 64 op, 500.00 ns, 7.8125 ns/op
WorkloadPilot    4: 128 op, 500.00 ns, 3.9062 ns/op
WorkloadPilot    5: 256 op, 1200.00 ns, 4.6875 ns/op
WorkloadPilot    6: 512 op, 1800.00 ns, 3.5156 ns/op
WorkloadPilot    7: 1024 op, 3200.00 ns, 3.1250 ns/op
WorkloadPilot    8: 2048 op, 6100.00 ns, 2.9785 ns/op
WorkloadPilot    9: 4096 op, 12000.00 ns, 2.9297 ns/op
WorkloadPilot   10: 8192 op, 27600.00 ns, 3.3691 ns/op
WorkloadPilot   11: 16384 op, 45700.00 ns, 2.7893 ns/op
WorkloadPilot   12: 32768 op, 97800.00 ns, 2.9846 ns/op
WorkloadPilot   13: 65536 op, 177000.00 ns, 2.7008 ns/op
WorkloadPilot   14: 131072 op, 391000.00 ns, 2.9831 ns/op
WorkloadPilot   15: 262144 op, 728900.00 ns, 2.7805 ns/op
WorkloadPilot   16: 524288 op, 1523800.00 ns, 2.9064 ns/op
WorkloadPilot   17: 1048576 op, 3336000.00 ns, 3.1815 ns/op
WorkloadPilot   18: 2097152 op, 6047600.00 ns, 2.8837 ns/op
WorkloadPilot   19: 4194304 op, 12052100.00 ns, 2.8734 ns/op
WorkloadPilot   20: 8388608 op, 24109600.00 ns, 2.8741 ns/op
WorkloadPilot   21: 16777216 op, 48675900.00 ns, 2.9013 ns/op
WorkloadPilot   22: 33554432 op, 98373000.00 ns, 2.9317 ns/op
WorkloadPilot   23: 67108864 op, 147315600.00 ns, 2.1952 ns/op
WorkloadPilot   24: 134217728 op, 302090700.00 ns, 2.2508 ns/op
WorkloadPilot   25: 268435456 op, 615415900.00 ns, 2.2926 ns/op

OverheadWarmup   1: 268435456 op, 606889400.00 ns, 2.2608 ns/op
OverheadWarmup   2: 268435456 op, 598765200.00 ns, 2.2306 ns/op
OverheadWarmup   3: 268435456 op, 599937800.00 ns, 2.2349 ns/op
OverheadWarmup   4: 268435456 op, 605597500.00 ns, 2.2560 ns/op
OverheadWarmup   5: 268435456 op, 599655400.00 ns, 2.2339 ns/op
OverheadWarmup   6: 268435456 op, 598206800.00 ns, 2.2285 ns/op
OverheadWarmup   7: 268435456 op, 598232100.00 ns, 2.2286 ns/op
OverheadWarmup   8: 268435456 op, 604306100.00 ns, 2.2512 ns/op
OverheadWarmup   9: 268435456 op, 600591300.00 ns, 2.2374 ns/op

OverheadActual   1: 268435456 op, 587678500.00 ns, 2.1893 ns/op
OverheadActual   2: 268435456 op, 598241800.00 ns, 2.2286 ns/op
OverheadActual   3: 268435456 op, 594097100.00 ns, 2.2132 ns/op
OverheadActual   4: 268435456 op, 608609000.00 ns, 2.2672 ns/op
OverheadActual   5: 268435456 op, 582717000.00 ns, 2.1708 ns/op
OverheadActual   6: 268435456 op, 595607900.00 ns, 2.2188 ns/op
OverheadActual   7: 268435456 op, 596770100.00 ns, 2.2231 ns/op
OverheadActual   8: 268435456 op, 595845900.00 ns, 2.2197 ns/op
OverheadActual   9: 268435456 op, 595187100.00 ns, 2.2172 ns/op
OverheadActual  10: 268435456 op, 593243400.00 ns, 2.2100 ns/op
OverheadActual  11: 268435456 op, 594069300.00 ns, 2.2131 ns/op
OverheadActual  12: 268435456 op, 594435900.00 ns, 2.2144 ns/op
OverheadActual  13: 268435456 op, 593944000.00 ns, 2.2126 ns/op
OverheadActual  14: 268435456 op, 596152300.00 ns, 2.2208 ns/op
OverheadActual  15: 268435456 op, 592507000.00 ns, 2.2073 ns/op

WorkloadWarmup   1: 268435456 op, 587979300.00 ns, 2.1904 ns/op
WorkloadWarmup   2: 268435456 op, 586286600.00 ns, 2.1841 ns/op
WorkloadWarmup   3: 268435456 op, 598070700.00 ns, 2.2280 ns/op
WorkloadWarmup   4: 268435456 op, 595456800.00 ns, 2.2182 ns/op
WorkloadWarmup   5: 268435456 op, 602344600.00 ns, 2.2439 ns/op
WorkloadWarmup   6: 268435456 op, 596096900.00 ns, 2.2206 ns/op
WorkloadWarmup   7: 268435456 op, 594176700.00 ns, 2.2135 ns/op
WorkloadWarmup   8: 268435456 op, 601289600.00 ns, 2.2400 ns/op
WorkloadWarmup   9: 268435456 op, 599089400.00 ns, 2.2318 ns/op
WorkloadWarmup  10: 268435456 op, 596606200.00 ns, 2.2225 ns/op

WorkloadActual   1: 268435456 op, 595744700.00 ns, 2.2193 ns/op
WorkloadActual   2: 268435456 op, 598957000.00 ns, 2.2313 ns/op
WorkloadActual   3: 268435456 op, 596746100.00 ns, 2.2231 ns/op
WorkloadActual   4: 268435456 op, 597245600.00 ns, 2.2249 ns/op
WorkloadActual   5: 268435456 op, 592863100.00 ns, 2.2086 ns/op
WorkloadActual   6: 268435456 op, 596919500.00 ns, 2.2237 ns/op
WorkloadActual   7: 268435456 op, 605226800.00 ns, 2.2546 ns/op
WorkloadActual   8: 268435456 op, 594504600.00 ns, 2.2147 ns/op
WorkloadActual   9: 268435456 op, 595282600.00 ns, 2.2176 ns/op
WorkloadActual  10: 268435456 op, 589932600.00 ns, 2.1977 ns/op
WorkloadActual  11: 268435456 op, 596490000.00 ns, 2.2221 ns/op
WorkloadActual  12: 268435456 op, 597708500.00 ns, 2.2266 ns/op
WorkloadActual  13: 268435456 op, 591635400.00 ns, 2.2040 ns/op
WorkloadActual  14: 268435456 op, 611967600.00 ns, 2.2798 ns/op
WorkloadActual  15: 268435456 op, 595457600.00 ns, 2.2183 ns/op

WorkloadResult   1: 268435456 op, 1308800.00 ns, 0.0049 ns/op
WorkloadResult   2: 268435456 op, 4521100.00 ns, 0.0168 ns/op
WorkloadResult   3: 268435456 op, 2310200.00 ns, 0.0086 ns/op
WorkloadResult   4: 268435456 op, 2809700.00 ns, 0.0105 ns/op
WorkloadResult   5: 268435456 op, 0.00 ns, 0.0000 ns/op
WorkloadResult   6: 268435456 op, 2483600.00 ns, 0.0093 ns/op
WorkloadResult   7: 268435456 op, 68700.00 ns, 0.0003 ns/op
WorkloadResult   8: 268435456 op, 846700.00 ns, 0.0032 ns/op
WorkloadResult   9: 268435456 op, 0.00 ns, 0.0000 ns/op
WorkloadResult  10: 268435456 op, 2054100.00 ns, 0.0077 ns/op
WorkloadResult  11: 268435456 op, 3272600.00 ns, 0.0122 ns/op
WorkloadResult  12: 268435456 op, 0.00 ns, 0.0000 ns/op
WorkloadResult  13: 268435456 op, 1021700.00 ns, 0.0038 ns/op
// GC:  0 0 0 688 268435456
// Threading:  0 0 268435456

// Launch: 2 / 2

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.13.10
// Runtime=.NET 8.0.0 (8.0.23.53103), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

OverheadJitting  1: 1 op, 500.00 ns, 500.0000 ns/op
WorkloadJitting  1: 1 op, 500.00 ns, 500.0000 ns/op

OverheadJitting  2: 16 op, 400.00 ns, 25.0000 ns/op
WorkloadJitting  2: 16 op, 200.00 ns, 12.5000 ns/op

WorkloadPilot    1: 16 op, 200.00 ns, 12.5000 ns/op
WorkloadPilot    2: 32 op, 200.00 ns, 6.2500 ns/op
WorkloadPilot    3: 64 op, 400.00 ns, 6.2500 ns/op
WorkloadPilot    4: 128 op, 500.00 ns, 3.9062 ns/op
WorkloadPilot    5: 256 op, 1800.00 ns, 7.0312 ns/op
WorkloadPilot    6: 512 op, 1300.00 ns, 2.5391 ns/op
